"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__SMA #1","__SMA #2","__SMA #3","__Stop Loss %","__OverBought","__OverSold","__Volume MA","__Num dev","__Source","comment"
56160.6,187.2,56160.6,187.2,0,0,133551.9,445.17,133551.9,445.17,0,0,77391.3,257.97,77391.3,257.97,0,0,59299.7,66.41,15071.35,21.33,448318.8,1494.4,0.067,0.15,1.726,1.726,"N/A",35,35,0,993,1.15,0,0,0,146,146,0,1,1,0,37,37,0,76,76,0,25.34,25.34,"N/A",384.66,1.33,384.66,1.33,"N/A",3609.51,12.09,3609.51,12.09,"N/A",1018.31,3.33,1018.31,3.33,"N/A",3.545,3.545,"N/A",12114,39.15,12114,39.15,"N/A",3230.7,10.86,3230.7,10.86,"N/A",18,18,0,44,44,0,12,12,0,0,0,0,14,82,100,0.04,57,30,4,2.7,"close","All parameters are changed randomly"
117207.9,390.69,117207.9,390.69,0,0,155190.3,517.3,155190.3,517.3,0,0,37982.4,126.61,37982.4,126.61,0,0,130753.6,86.72,11702.25,39.01,484189.8,1613.97,0.06,0.346,4.086,4.086,"N/A",35,35,0,1209.5,0.82,0,0,0,35,35,0,1,1,0,18,18,0,16,16,0,51.43,51.43,"N/A",3348.8,11.33,3348.8,11.33,"N/A",8621.68,28.95,8621.68,28.95,"N/A",2373.9,7.78,2373.9,7.78,"N/A",3.632,3.632,"N/A",65307.75,220.45,65307.75,220.45,"N/A",7874.1,25.77,7874.1,25.77,"N/A",131,131,0,204,204,0,57,57,0,0,0,0,50,66,250,0.07,112,30,15,2.9,"close","All parameters are changed randomly"
69675.25,232.25,69675.25,232.25,0,0,162572.05,541.91,162572.05,541.91,0,0,92896.8,309.66,92896.8,309.66,0,0,70415.65,70.12,24112.4,38.36,501258,1670.86,0.067,0.147,1.75,1.75,"N/A",36,36,0,82.2,0.08,0,0,0,115,115,0,1,1,0,54,54,0,57,57,0,46.96,46.96,"N/A",605.87,2.04,605.87,2.04,"N/A",3010.59,10.07,3010.59,10.07,"N/A",1629.77,5.43,1629.77,5.43,"N/A",1.847,1.847,"N/A",19583.8,63.29,19583.8,63.29,"N/A",5374.15,17.54,5374.15,17.54,"N/A",31,31,0,39,39,0,25,25,0,0,0,0,22,74,130,0.05,101,60,11,1.5,"close","All parameters are changed randomly"
56814.55,189.38,56814.55,189.38,0,0,120279.55,400.93,120279.55,400.93,0,0,63465,211.55,63465,211.55,0,0,58650.35,66.41,13493.45,18.97,501258,1670.86,0.064,0.168,1.895,1.895,"N/A",37,37,0,0,0,0,0,0,229,229,0,0,0,0,42,42,0,144,144,0,18.34,18.34,"N/A",248.1,0.85,248.1,0.85,"N/A",2863.8,9.66,2863.8,9.66,"N/A",440.73,1.47,440.73,1.47,"N/A",6.498,6.498,"N/A",16815,62.2,16815,62.2,"N/A",4549.8,15.13,4549.8,15.13,"N/A",9,9,0,26,26,0,6,6,0,0,0,0,26,74,310,0.01,57,55,5,0.7,"close","All parameters are changed randomly"
84762.3,282.54,84762.3,282.54,0,0,170489.35,568.3,170489.35,568.3,0,0,85727.05,285.76,85727.05,285.76,0,0,85830.7,74.1,16188.15,19.17,501474,1671.58,0.091,0.208,1.989,1.989,"N/A",37,37,0,693.5,0.6,0,0,0,161,161,0,1,1,0,65,65,0,80,80,0,40.37,40.37,"N/A",526.47,1.78,526.47,1.78,"N/A",2622.91,8.8,2622.91,8.8,"N/A",1071.59,3.56,1071.59,3.56,"N/A",2.448,2.448,"N/A",16815,62.2,16815,62.2,"N/A",2707.5,8.48,2707.5,8.48,"N/A",17,17,0,29,29,0,11,11,0,0,0,0,14,90,160,0.05,140,30,14,0.7,"close","All parameters are changed randomly"
144464.7,481.55,144464.7,481.55,0,0,193985.65,646.62,193985.65,646.62,0,0,49520.95,165.07,49520.95,165.07,0,0,162639,90.55,16509.1,50.85,448318.8,1494.4,0.062,0.419,3.917,3.917,"N/A",35,35,0,2777.4,1.59,0,0,0,38,38,0,1,1,0,18,18,0,20,20,0,47.37,47.37,"N/A",3801.7,12.56,3801.7,12.56,"N/A",10776.98,35.71,10776.98,35.71,"N/A",2476.05,8.28,2476.05,8.28,"N/A",4.352,4.352,"N/A",71607,240.52,71607,240.52,"N/A",6140.7,20.01,6140.7,20.01,"N/A",141,141,0,191,191,0,97,97,0,0,0,0,10,50,280,0.07,140,15,15,2.9,"close","All parameters are changed randomly"
54770.9,182.57,54770.9,182.57,0,0,116094.7,386.98,116094.7,386.98,0,0,61323.8,204.41,61323.8,204.41,0,0,66514.6,74.63,21956.35,49.26,466631.2,1555.44,0.047,0.155,1.893,1.893,"N/A",36,36,0,-828.9,-0.98,0,0,0,58,58,0,1,1,0,32,32,0,23,23,0,55.17,55.17,"N/A",944.33,3.29,944.33,3.29,"N/A",3627.96,12.33,3627.96,12.33,"N/A",2666.25,8.84,2666.25,8.84,"N/A",1.361,1.361,"N/A",33005.4,122.09,33005.4,122.09,"N/A",6796.5,22.87,6796.5,22.87,"N/A",49,49,0,65,65,0,33,33,0,0,0,0,50,100,340,0.1,35,45,14,1.4,"close","All parameters are changed randomly"
184206.1,614.02,184206.1,614.02,0,0,218018.85,726.73,218018.85,726.73,0,0,33812.75,112.71,33812.75,112.71,0,0,196793.35,89.61,11998.15,30.72,501258,1670.86,0.057,0.875,6.448,6.448,"N/A",35,35,0,3039.6,1.42,0,0,0,51,51,0,1,1,0,13,13,0,38,38,0,25.49,25.49,"N/A",3611.88,11.86,3611.88,11.86,"N/A",16770.68,55.11,16770.68,55.11,"N/A",889.81,2.93,889.81,2.93,"N/A",18.848,18.848,"N/A",104060.8,346.83,104060.8,346.83,"N/A",4300.7,14.1,4300.7,14.1,"N/A",97,97,0,270,270,0,38,38,0,0,0,0,42,58,160,0.01,46,45,6,3.7,"close","All parameters are changed randomly"
128606.9,428.69,128606.9,428.69,0,0,167360.85,557.87,167360.85,557.87,0,0,38753.95,129.18,38753.95,129.18,0,0,143891.05,86.41,11584.65,28.06,501258,1670.86,0.089,0.432,4.319,4.319,"N/A",35,35,0,5557.2,3.5,0,0,0,45,45,0,1,1,0,17,17,0,28,28,0,37.78,37.78,"N/A",2857.93,9.53,2857.93,9.53,"N/A",9844.76,32.88,9844.76,32.88,"N/A",1384.07,4.65,1384.07,4.65,"N/A",7.113,7.113,"N/A",33207.9,108.74,33207.9,108.74,"N/A",4419,15.33,4419,15.33,"N/A",105,105,0,185,185,0,57,57,0,0,0,0,34,66,250,0.04,101,30,10,2.8,"close","All parameters are changed randomly"
160349.5,534.5,160349.5,534.5,0,0,180780.4,602.6,180780.4,602.6,0,0,20430.9,68.1,20430.9,68.1,0,0,169922.1,88.33,9066.5,30.22,501258,1670.86,0.066,0.945,8.848,8.848,"N/A",35,35,0,82.2,0.04,0,0,0,25,25,0,1,1,0,10,10,0,15,15,0,40,40,"N/A",6413.98,21.23,6413.98,21.23,"N/A",18078.04,59.81,18078.04,59.81,"N/A",1362.06,4.5,1362.06,4.5,"N/A",13.273,13.273,"N/A",73841,243.11,73841,243.11,"N/A",1824.9,6.02,1824.9,6.02,"N/A",223,223,0,477,477,0,54,54,0,0,0,0,26,74,220,0.05,101,50,15,3.3,"close","All parameters are changed randomly"
133252.75,444.18,133252.75,444.18,0,0,180028.45,600.09,180028.45,600.09,0,0,46775.7,155.92,46775.7,155.92,0,0,138049.1,82.67,11092.8,26.35,501258,1670.86,0.08,0.447,3.849,3.849,"N/A",33,33,0,0,0,0,0,0,44,44,0,0,0,0,18,18,0,25,25,0,40.91,40.91,"N/A",3028.47,10.15,3028.47,10.15,"N/A",10001.58,33.28,10001.58,33.28,"N/A",1871.03,6.1,1871.03,6.1,"N/A",5.346,5.346,"N/A",35163.3,120.32,35163.3,120.32,"N/A",5104.8,17.19,5104.8,17.19,"N/A",112,112,0,216,216,0,41,41,0,0,0,0,38,50,370,0.07,46,50,14,3.2,"close","All parameters are changed randomly"
89249.8,297.5,89249.8,297.5,0,0,132740.9,442.47,132740.9,442.47,0,0,43491.1,144.97,43491.1,144.97,0,0,95117.8,76.31,10096.9,22.78,483789.6,1612.63,0.091,0.263,3.052,3.052,"N/A",36,36,0,3039.6,2.55,0,0,0,68,68,0,1,1,0,29,29,0,39,39,0,42.65,42.65,"N/A",1312.5,4.35,1312.5,4.35,"N/A",4577.27,15.14,4577.27,15.14,"N/A",1115.16,3.67,1115.16,3.67,"N/A",4.105,4.105,"N/A",24939.4,80.6,24939.4,80.6,"N/A",7874.1,25.77,7874.1,25.77,"N/A",50,50,0,84,84,0,24,24,0,0,0,0,50,58,400,0.03,134,60,5,2.3,"close","All parameters are changed randomly"
133026.3,443.42,133026.3,443.42,0,0,193582.55,645.28,193582.55,645.28,0,0,60556.25,201.85,60556.25,201.85,0,0,140367.2,83.54,10354.9,18.52,448318.8,1494.4,0.102,0.35,3.197,3.197,"N/A",37,37,0,993,0.61,0,0,0,87,87,0,1,1,0,39,39,0,47,47,0,44.83,44.83,"N/A",1529.04,5.16,1529.04,5.16,"N/A",4963.66,16.65,4963.66,16.65,"N/A",1288.43,4.27,1288.43,4.27,"N/A",3.852,3.852,"N/A",36515.05,122.22,36515.05,122.22,"N/A",6832.35,22.97,6832.35,22.97,"N/A",49,49,0,85,85,0,20,20,0,0,0,0,10,74,370,0.03,79,40,8,2,"close","All parameters are changed randomly"
98769.4,329.23,98769.4,329.23,0,0,164287.45,547.62,164287.45,547.62,0,0,65518.05,218.39,65518.05,218.39,0,0,100790.2,77.06,18256,31.62,501258,1670.86,0.079,0.284,2.508,2.508,"N/A",36,36,0,0,0,0,0,0,70,70,0,0,0,0,27,27,0,40,40,0,38.57,38.57,"N/A",1410.99,4.8,1410.99,4.8,"N/A",6084.72,20.49,6084.72,20.49,"N/A",1637.95,5.44,1637.95,5.44,"N/A",3.715,3.715,"N/A",27270,100.88,27270,100.88,"N/A",4453.4,14.79,4453.4,14.79,"N/A",57,57,0,101,101,0,32,32,0,0,0,0,30,100,310,0.05,68,35,11,2.1,"close","All parameters are changed randomly"
99707.1,332.36,99707.1,332.36,0,0,153284.35,510.95,153284.35,510.95,0,0,53577.25,178.59,53577.25,178.59,0,0,111035.85,82.55,15355.65,37.79,501258,1670.86,0.068,0.319,2.861,2.861,"N/A",35,35,0,557.8,0.43,0,0,0,50,50,0,1,1,0,19,19,0,28,28,0,38,38,"N/A",1994.14,6.68,1994.14,6.68,"N/A",8067.6,26.77,8067.6,26.77,"N/A",1913.47,6.24,1913.47,6.24,"N/A",4.216,4.216,"N/A",24659.2,79.78,24659.2,79.78,"N/A",3270.4,10.86,3270.4,10.86,"N/A",99,99,0,161,161,0,68,68,0,0,0,0,30,74,370,0.07,46,50,7,2.8,"close","All parameters are changed randomly"
115414.45,384.71,115414.45,384.71,0,0,182316.2,607.72,182316.2,607.72,0,0,66901.75,223.01,66901.75,223.01,0,0,120338.85,81.66,18133.35,27.42,448318.8,1494.4,0.104,0.261,2.725,2.725,"N/A",35,35,0,82.2,0.06,0,0,0,67,67,0,1,1,0,36,36,0,31,31,0,53.73,53.73,"N/A",1722.6,5.67,1722.6,5.67,"N/A",5064.34,16.72,5064.34,16.72,"N/A",2158.12,7.17,2158.12,7.17,"N/A",2.347,2.347,"N/A",21700.8,67.28,21700.8,67.28,"N/A",4927.5,17.09,4927.5,17.09,"N/A",70,70,0,91,91,0,45,45,0,0,0,0,14,82,160,0.09,35,25,9,2.1,"close","All parameters are changed randomly"
76317.45,254.39,76317.45,254.39,0,0,109462.6,364.88,109462.6,364.88,0,0,33145.15,110.48,33145.15,110.48,0,0,140439.7,93.05,23913.25,79.71,483789.6,1612.63,0.05,0.957,3.303,3.303,"N/A",33,33,0,39886.8,37.52,0,0,0,19,19,0,1,1,0,5,5,0,14,14,0,26.32,26.32,"N/A",4016.71,13.66,4016.71,13.66,"N/A",21892.52,74.03,21892.52,74.03,"N/A",2367.51,7.89,2367.51,7.89,"N/A",9.247,9.247,"N/A",82899.85,283.66,82899.85,283.66,"N/A",4621.6,15.56,4621.6,15.56,"N/A",253,253,0,601,601,0,129,129,0,0,0,0,46,100,160,0.07,101,60,6,3.5,"close","All parameters are changed randomly"
56666.1,188.89,56666.1,188.89,0,0,146977.6,489.93,146977.6,489.93,0,0,90311.5,301.04,90311.5,301.04,0,0,64349.5,72.44,15954.8,37.66,501258,1670.86,0.06,0.123,1.627,1.627,"N/A",37,37,0,1439.5,1.66,0,0,0,158,158,0,1,1,0,50,50,0,105,105,0,31.65,31.65,"N/A",358.65,1.24,358.65,1.24,"N/A",2939.55,9.93,2939.55,9.93,"N/A",860.11,2.85,860.11,2.85,"N/A",3.418,3.418,"N/A",13589.8,43.92,13589.8,43.92,"N/A",5167.5,17.14,5167.5,17.14,"N/A",18,18,0,30,30,0,13,13,0,0,0,0,42,100,100,0.02,140,60,12,1.2,"close","All parameters are changed randomly"
86125.2,287.08,86125.2,287.08,0,0,163106.05,543.69,163106.05,543.69,0,0,76980.85,256.6,76980.85,256.6,0,0,86773.3,74.31,16927.25,27.17,501258,1670.86,0.081,0.209,2.119,2.119,"N/A",36,36,0,82.2,0.07,0,0,0,114,114,0,1,1,0,62,62,0,43,43,0,54.39,54.39,"N/A",755.48,2.59,755.48,2.59,"N/A",2630.74,8.86,2630.74,8.86,"N/A",1790.25,5.89,1790.25,5.89,"N/A",1.469,1.469,"N/A",24788.4,91.7,24788.4,91.7,"N/A",3867.3,10.94,3867.3,10.94,"N/A",28,28,0,35,35,0,23,23,0,0,0,0,26,90,190,0.07,46,55,6,1.1,"close","All parameters are changed randomly"
188165.1,627.22,188165.1,627.22,0,0,238876.25,796.25,238876.25,796.25,0,0,50711.15,169.04,50711.15,169.04,0,0,201573.05,90.09,16856.85,31.29,448318.8,1494.4,0.079,0.617,4.711,4.711,"N/A",35,35,0,993,0.46,0,0,0,43,43,0,1,1,0,17,17,0,25,25,0,39.53,39.53,"N/A",4375.93,14.44,4375.93,14.44,"N/A",14051.54,46.43,14051.54,46.43,"N/A",2028.45,6.73,2028.45,6.73,"N/A",6.927,6.927,"N/A",83991.6,274.08,83991.6,274.08,"N/A",6140.7,20.01,6140.7,20.01,"N/A",133,133,0,239,239,0,66,66,0,0,0,0,10,58,130,0.06,123,25,7,3,"close","All parameters are changed randomly"
68788.45,229.29,68788.45,229.29,0,0,126871.45,422.9,126871.45,422.9,0,0,58083,193.61,58083,193.61,0,0,75403.45,71.54,15984.65,15.25,448318.8,1494.4,0.09,0.225,2.184,2.184,"N/A",37,37,0,993,1.01,0,0,0,163,163,0,1,1,0,36,36,0,89,89,0,22.09,22.09,"N/A",422.02,1.4,422.02,1.4,"N/A",3524.21,11.74,3524.21,11.74,"N/A",652.62,2.19,652.62,2.19,"N/A",5.4,5.4,"N/A",12114,39.15,12114,39.15,"N/A",3571.4,14.73,3571.4,14.73,"N/A",16,16,0,39,39,0,13,13,0,0,0,0,10,74,280,0.02,57,60,10,2,"close","All parameters are changed randomly"
111689.15,372.3,111689.15,372.3,0,0,168686.4,562.29,168686.4,562.29,0,0,56997.25,189.99,56997.25,189.99,0,0,120493.7,80.49,14872.55,28.81,501258,1670.86,0.077,0.314,2.96,2.96,"N/A",36,36,0,5648.4,3.99,0,0,0,44,44,0,1,1,0,20,20,0,20,20,0,45.45,45.45,"N/A",2538.39,8.75,2538.39,8.75,"N/A",8434.32,28.66,8434.32,28.66,"N/A",2849.86,9.41,2849.86,9.41,"N/A",2.96,2.96,"N/A",45067.8,166.71,45067.8,166.71,"N/A",4570.95,15.04,4570.95,15.04,"N/A",102,102,0,166,166,0,58,58,0,0,0,0,34,100,340,0.1,140,20,10,2.2,"close","All parameters are changed randomly"
108091.05,360.3,108091.05,360.3,0,0,159067.75,530.23,159067.75,530.23,0,0,50976.7,169.92,50976.7,169.92,0,0,120554.05,83.51,13461.6,33.19,501258,1670.86,0.077,0.26,3.12,3.12,"N/A",35,35,0,0,0,0,0,0,74,74,0,0,0,0,19,19,0,55,55,0,25.68,25.68,"N/A",1460.69,4.95,1460.69,4.95,"N/A",8371.99,28.17,8371.99,28.17,"N/A",926.85,3.07,926.85,3.07,"N/A",9.033,9.033,"N/A",33207.9,108.74,33207.9,108.74,"N/A",4559.8,15.09,4559.8,15.09,"N/A",65,65,0,159,159,0,32,32,0,0,0,0,34,74,250,0.01,90,45,5,2.4,"close","All parameters are changed randomly"
113817.95,379.39,113817.95,379.39,0,0,164855.7,549.52,164855.7,549.52,0,0,51037.75,170.13,51037.75,170.13,0,0,128501.7,84.84,14894.85,30.75,484189.8,1613.97,0.077,0.292,3.23,3.23,"N/A",35,35,0,5279.3,3.67,0,0,0,49,49,0,1,1,0,16,16,0,33,33,0,32.65,32.65,"N/A",2322.82,7.91,2322.82,7.91,"N/A",10303.48,34.7,10303.48,34.7,"N/A",1546.6,5.08,1546.6,5.08,"N/A",6.662,6.662,"N/A",33702.9,109.54,33702.9,109.54,"N/A",7255.3,24.24,7255.3,24.24,"N/A",91,91,0,186,186,0,45,45,0,0,0,0,46,66,280,0.04,134,30,16,2.6,"close","All parameters are changed randomly"
220444.65,734.82,220444.65,734.82,0,0,245084.4,816.95,245084.4,816.95,0,0,24639.75,82.13,24639.75,82.13,0,0,226853.15,89.79,9616.85,21.59,501258,1670.86,0.053,2.967,9.947,9.947,"N/A",35,35,0,82.2,0.03,0,0,0,19,19,0,1,1,0,8,8,0,11,11,0,42.11,42.11,"N/A",11602.35,38.13,11602.35,38.13,"N/A",30635.55,100.56,30635.55,100.56,"N/A",2239.98,7.27,2239.98,7.27,"N/A",13.677,13.677,"N/A",176277.5,582.39,176277.5,582.39,"N/A",2797.05,9.29,2797.05,9.29,"N/A",319,319,0,645,645,0,83,83,0,0,0,0,26,100,280,0.07,123,45,13,3.9,"close","All parameters are changed randomly"
116263.6,387.55,116263.6,387.55,0,0,161868.15,539.56,161868.15,539.56,0,0,45604.55,152.02,45604.55,152.02,0,0,128059.4,84.07,19334.7,44.37,484373.95,1614.58,0.055,0.625,3.549,3.549,"N/A",35,35,0,3700.1,2.53,0,0,0,36,36,0,1,1,0,9,9,0,27,27,0,25,25,"N/A",3229.54,10.76,3229.54,10.76,"N/A",17985.35,59.84,17985.35,59.84,"N/A",1689.06,5.6,1689.06,5.6,"N/A",10.648,10.648,"N/A",69226.5,232.48,69226.5,232.48,"N/A",4618.9,15.43,4618.9,15.43,"N/A",126,126,0,340,340,0,55,55,0,0,0,0,46,74,190,0.05,140,60,4,3.1,"close","All parameters are changed randomly"
54125.55,180.42,54125.55,180.42,0,0,143099.85,477,143099.85,477,0,0,88974.3,296.58,88974.3,296.58,0,0,59282.3,69.64,14063.3,32.02,501258,1670.86,0.056,0.11,1.608,1.608,"N/A",36,36,0,693.5,0.82,0,0,0,117,117,0,1,1,0,55,55,0,53,53,0,47.01,47.01,"N/A",462.61,1.56,462.61,1.56,"N/A",2601.82,8.72,2601.82,8.72,"N/A",1678.76,5.62,1678.76,5.62,"N/A",1.55,1.55,"N/A",13200.2,42.13,13200.2,42.13,"N/A",3938.7,12.85,3938.7,12.85,"N/A",26,26,0,35,35,0,21,21,0,0,0,0,22,98,100,0.06,112,35,13,1.2,"close","All parameters are changed randomly"
159946.2,533.15,159946.2,533.15,0,0,204315.7,681.05,204315.7,681.05,0,0,44369.5,147.9,44369.5,147.9,0,0,167382.5,87.19,16031.75,37.18,501258,1670.86,0.071,0.516,4.605,4.605,"N/A",35,35,0,82.2,0.04,0,0,0,32,32,0,1,1,0,15,15,0,17,17,0,46.88,46.88,"N/A",4998.32,16.24,4998.32,16.24,"N/A",13621.05,44.52,13621.05,44.52,"N/A",2609.97,8.71,2609.97,8.71,"N/A",5.219,5.219,"N/A",69333,228.92,69333,228.92,"N/A",3691,11.7,3691,11.7,"N/A",177,177,0,309,309,0,60,60,0,0,0,0,18,74,340,0.09,46,55,13,3.8,"close","All parameters are changed randomly"
155588.7,518.63,155588.7,518.63,0,0,187653.15,625.51,187653.15,625.51,0,0,32064.45,106.88,32064.45,106.88,0,0,164773,87.11,9962,28.42,501258,1670.86,0.07,0.48,5.852,5.852,"N/A",35,35,0,1209.5,0.65,0,0,0,35,35,0,1,1,0,13,13,0,22,22,0,37.14,37.14,"N/A",4445.39,14.89,4445.39,14.89,"N/A",14434.86,48.29,14434.86,48.29,"N/A",1457.48,4.84,1457.48,4.84,"N/A",9.904,9.904,"N/A",65329.6,220.69,65329.6,220.69,"N/A",7148.7,23.97,7148.7,23.97,"N/A",145,145,0,249,249,0,84,84,0,0,0,0,42,66,280,0.04,134,50,8,2.8,"close","All parameters are changed randomly"
72793.95,242.65,72793.95,242.65,0,0,137368,457.89,137368,457.89,0,0,64574.05,215.25,64574.05,215.25,0,0,74486.65,71.73,16982.1,33.16,501258,1670.86,0.065,0.175,2.127,2.127,"N/A",35,35,0,0,0,0,0,0,95,95,0,0,0,0,47,47,0,42,42,0,49.47,49.47,"N/A",766.25,2.65,766.25,2.65,"N/A",2922.72,9.96,2922.72,9.96,"N/A",1537.48,5.14,1537.48,5.14,"N/A",1.901,1.901,"N/A",27838.2,102.98,27838.2,102.98,"N/A",3989.5,13.05,3989.5,13.05,"N/A",28,28,0,38,38,0,22,22,0,0,0,0,38,98,280,0.09,90,30,5,0.9,"close","All parameters are changed randomly"
117546.6,391.82,117546.6,391.82,0,0,171215.65,570.72,171215.65,570.72,0,0,53669.05,178.9,53669.05,178.9,0,0,129763,83.62,12480.6,33.98,501258,1670.86,0.085,0.276,3.19,3.19,"N/A",36,36,0,5279.3,3.58,0,0,0,53,53,0,1,1,0,31,31,0,19,19,0,58.49,58.49,"N/A",2217.86,7.3,2217.86,7.3,"N/A",5523.09,18.32,5523.09,18.32,"N/A",2824.69,9.52,2824.69,9.52,"N/A",1.955,1.955,"N/A",33207.9,108.74,33207.9,108.74,"N/A",5167.5,17.14,5167.5,17.14,"N/A",72,72,0,92,92,0,50,50,0,0,0,0,38,74,340,0.1,134,20,13,2,"close","All parameters are changed randomly"
99972.4,333.24,99972.4,333.24,0,0,164637.25,548.79,164637.25,548.79,0,0,64664.85,215.55,64664.85,215.55,0,0,110406.55,81.05,15245.2,35.37,448318.8,1494.4,0.075,0.26,2.546,2.546,"N/A",36,36,0,82.2,0.06,0,0,0,86,86,0,1,1,0,36,36,0,48,48,0,41.86,41.86,"N/A",1162.47,3.97,1162.47,3.97,"N/A",4573.26,15.48,4573.26,15.48,"N/A",1347.18,4.49,1347.18,4.49,"N/A",3.395,3.395,"N/A",39449.4,145.93,39449.4,145.93,"N/A",4688.25,15.84,4688.25,15.84,"N/A",45,45,0,71,71,0,27,27,0,0,0,0,14,100,250,0.05,101,25,7,1.8,"close","All parameters are changed randomly"
68542.65,228.48,68542.65,228.48,0,0,142321.7,474.41,142321.7,474.41,0,0,73779.05,245.93,73779.05,245.93,0,0,83789.1,79.31,18833.3,46.71,501258,1670.86,0.066,0.152,1.929,1.929,"N/A",35,35,0,4744.7,4.81,0,0,0,96,96,0,1,1,0,26,26,0,70,70,0,27.08,27.08,"N/A",713.99,2.5,713.99,2.5,"N/A",5473.91,18.52,5473.91,18.52,"N/A",1053.99,3.45,1053.99,3.45,"N/A",5.194,5.194,"N/A",19713.5,65.17,19713.5,65.17,"N/A",6366,21.27,6366,21.27,"N/A",39,39,0,86,86,0,21,21,0,0,0,0,42,90,100,0.02,90,40,14,2.2,"close","All parameters are changed randomly"
70173.05,233.91,70173.05,233.91,0,0,151430.05,504.77,151430.05,504.77,0,0,81257,270.86,81257,270.86,0,0,71491.75,70.44,14292.95,24.35,537041.6,1790.14,0.074,0.159,1.864,1.864,"N/A",37,37,0,-223.4,-0.22,0,0,0,153,153,0,1,1,0,64,64,0,71,71,0,41.83,41.83,"N/A",458.65,1.57,458.65,1.57,"N/A",2366.09,7.97,2366.09,7.97,"N/A",1144.46,3.79,1144.46,3.79,"N/A",2.067,2.067,"N/A",16815,62.2,16815,62.2,"N/A",5646.3,18.87,5646.3,18.87,"N/A",18,18,0,29,29,0,13,13,0,0,0,0,10,90,160,0.06,112,30,12,0.6,"close","All parameters are changed randomly"
93550.35,311.83,93550.35,311.83,0,0,141911.3,473.04,141911.3,473.04,0,0,48360.95,161.2,48360.95,161.2,0,0,97187.85,76.41,14650.05,11.93,448318.8,1494.4,0.113,0.381,2.934,2.934,"N/A",37,37,0,993,0.8,0,0,0,151,151,0,1,1,0,62,62,0,75,75,0,41.06,41.06,"N/A",619.54,2.1,619.54,2.1,"N/A",2288.89,7.71,2288.89,7.71,"N/A",644.81,2.13,644.81,2.13,"N/A",3.55,3.55,"N/A",25158.65,84.21,25158.65,84.21,"N/A",2019.3,6.61,2019.3,6.61,"N/A",19,19,0,33,33,0,10,10,0,0,0,0,10,50,400,0.02,46,20,12,1.1,"close","All parameters are changed randomly"
41257.55,137.53,41257.55,137.53,0,0,101540.9,338.47,101540.9,338.47,0,0,60283.35,200.94,60283.35,200.94,0,0,46163.2,64.05,14050.95,35.84,501258,1670.86,0.046,0.089,1.684,1.684,"N/A",35,35,0,82.2,0.12,0,0,0,117,117,0,1,1,0,35,35,0,44,44,0,29.91,29.91,"N/A",352.63,1.11,352.63,1.11,"N/A",2901.17,9.44,2901.17,9.44,"N/A",1370.08,4.57,1370.08,4.57,"N/A",2.118,2.118,"N/A",10801.4,33.49,10801.4,33.49,"N/A",4688.25,15.84,4688.25,15.84,"N/A",20,20,0,43,43,0,19,19,0,0,0,0,18,58,130,0.1,57,60,12,3.6,"close","All parameters are changed randomly"
