"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__SMA #1","__SMA #2","__SMA #3","__Stop Loss %","__OverBought","__OverSold","__Volume MA","__Num dev","__Source","comment"
61061.85,203.54,61061.85,203.54,0,0,145535.45,485.12,145535.45,485.12,0,0,84473.6,281.58,84473.6,281.58,0,0,63117.95,68.37,15933.55,24.08,501258,1670.86,0.066,0.129,1.723,1.723,"N/A",35,35,0,693.5,0.76,0,0,0,112,112,0,1,1,0,58,58,0,44,44,0,51.79,51.79,"N/A",545.2,1.83,545.2,1.83,"N/A",2509.23,8.4,2509.23,8.4,"N/A",1919.85,6.41,1919.85,6.41,"N/A",1.307,1.307,"N/A",14337.2,48.39,14337.2,48.39,"N/A",3938.7,12.85,3938.7,12.85,"N/A",27,27,0,28,28,0,31,31,0,0,0,0,26,90,130,0.09,134,60,5,0.9,"close","All parameters are changed randomly"
96067.75,320.23,96067.75,320.23,0,0,184422.8,614.74,184422.8,614.74,0,0,88355.05,294.52,88355.05,294.52,0,0,97073.55,76.39,18877.35,20.88,501258,1670.86,0.101,0.222,2.087,2.087,"N/A",36,36,0,693.5,0.55,0,0,0,107,107,0,1,1,0,57,57,0,48,48,0,53.27,53.27,"N/A",897.83,3.04,897.83,3.04,"N/A",3235.49,10.87,3235.49,10.87,"N/A",1840.73,6.13,1840.73,6.13,"N/A",1.758,1.758,"N/A",13777.4,44.51,13777.4,44.51,"N/A",2809.8,9.11,2809.8,9.11,"N/A",35,35,0,47,47,0,23,23,0,0,0,0,18,90,100,0.07,101,40,5,1.6,"close","All parameters are changed randomly"
48059.85,160.2,48059.85,160.2,0,0,148150.9,493.84,148150.9,493.84,0,0,100091.05,333.64,100091.05,333.64,0,0,54159.55,66.8,16355.65,24.62,501474,1671.58,0.053,0.092,1.48,1.48,"N/A",37,37,0,1080.8,1.38,0,0,0,164,164,0,1,1,0,68,68,0,77,77,0,41.46,41.46,"N/A",293.05,0.99,293.05,0.99,"N/A",2178.69,7.26,2178.69,7.26,"N/A",1299.88,4.31,1299.88,4.31,"N/A",1.676,1.676,"N/A",11142.6,35.57,11142.6,35.57,"N/A",3699.15,12.38,3699.15,12.38,"N/A",18,18,0,27,27,0,14,14,0,0,0,0,14,50,100,0.06,123,30,15,0.6,"close","All parameters are changed randomly"
75957.5,253.19,75957.5,253.19,0,0,152497.55,508.33,152497.55,508.33,0,0,76540.05,255.13,76540.05,255.13,0,0,77978.3,72.22,26917.1,36.68,501258,1670.86,0.078,0.184,1.992,1.992,"N/A",35,35,0,82.2,0.08,0,0,0,64,64,0,1,1,0,32,32,0,32,32,0,50,50,"N/A",1186.84,3.91,1186.84,3.91,"N/A",4765.55,15.82,4765.55,15.82,"N/A",2391.88,8,2391.88,8,"N/A",1.992,1.992,"N/A",18555.4,57.53,18555.4,57.53,"N/A",6227.75,21.6,6227.75,21.6,"N/A",69,69,0,90,90,0,48,48,0,0,0,0,18,100,130,0.08,46,45,11,2,"close","All parameters are changed randomly"
92903,309.68,92903,309.68,0,0,165969,553.23,165969,553.23,0,0,73066,243.55,73066,243.55,0,0,95239.9,76.05,14506.8,12.04,448318.8,1494.4,0.109,0.297,2.271,2.271,"N/A",37,37,0,0,0,0,0,0,192,192,0,0,0,0,60,60,0,114,114,0,31.25,31.25,"N/A",483.87,1.63,483.87,1.63,"N/A",2766.15,9.19,2766.15,9.19,"N/A",640.93,2.1,640.93,2.1,"N/A",4.316,4.316,"N/A",17626.4,59,17626.4,59,"N/A",2968.3,8.56,2968.3,8.56,"N/A",13,13,0,29,29,0,7,7,0,0,0,0,10,74,250,0.02,134,55,13,0.7,"close","All parameters are changed randomly"
154035.75,513.45,154035.75,513.45,0,0,174838.75,582.8,174838.75,582.8,0,0,20803,69.34,20803,69.34,0,0,161387.7,86.74,8925.9,23,501258,1670.86,0.065,1.004,8.404,8.404,"N/A",35,35,0,82.2,0.04,0,0,0,32,32,0,1,1,0,9,9,0,23,23,0,28.13,28.13,"N/A",4813.62,15.94,4813.62,15.94,"N/A",19426.53,64.21,19426.53,64.21,"N/A",904.48,2.95,904.48,2.95,"N/A",21.478,21.478,"N/A",73841,243.11,73841,243.11,"N/A",3975.6,12.95,3975.6,12.95,"N/A",168,168,0,499,499,0,39,39,0,0,0,0,26,82,250,0.01,112,30,11,3.3,"close","All parameters are changed randomly"
130142.15,433.81,130142.15,433.81,0,0,194456.8,648.19,194456.8,648.19,0,0,64314.65,214.38,64314.65,214.38,0,0,132162.95,81.5,17632.7,30.84,501258,1670.86,0.094,0.316,3.024,3.024,"N/A",35,35,0,82.2,0.05,0,0,0,54,54,0,1,1,0,27,27,0,27,27,0,50,50,"N/A",2410.04,8.14,2410.04,8.14,"N/A",7202.1,24.14,7202.1,24.14,"N/A",2382.02,7.85,2382.02,7.85,"N/A",3.024,3.024,"N/A",34344.05,112.2,34344.05,112.2,"N/A",7410.4,24.95,7410.4,24.95,"N/A",91,91,0,141,141,0,41,41,0,0,0,0,26,90,130,0.07,101,20,9,2.4,"close","All parameters are changed randomly"
74153.3,247.18,74153.3,247.18,0,0,135939.4,453.13,135939.4,453.13,0,0,61786.1,205.95,61786.1,205.95,0,0,75265.1,71.5,16152,25.77,519711.9,1732.37,0.072,0.187,2.2,2.2,"N/A",36,36,0,0,0,0,0,0,110,110,0,0,0,0,53,53,0,43,43,0,48.18,48.18,"N/A",674.12,2.29,674.12,2.29,"N/A",2564.89,8.64,2564.89,8.64,"N/A",1436.89,4.79,1436.89,4.79,"N/A",1.785,1.785,"N/A",24788.4,91.7,24788.4,91.7,"N/A",3560.55,11.53,3560.55,11.53,"N/A",22,22,0,29,29,0,19,19,0,0,0,0,38,90,250,0.09,35,20,16,0.5,"close","All parameters are changed randomly"
97452.15,324.84,97452.15,324.84,0,0,173011,576.7,173011,576.7,0,0,75558.85,251.86,75558.85,251.86,0,0,103804.45,77.58,18863.55,37.23,501258,1670.86,0.088,0.211,2.29,2.29,"N/A",35,35,0,3990.8,3.13,0,0,0,73,73,0,1,1,0,28,28,0,43,43,0,38.36,38.36,"N/A",1334.96,4.49,1334.96,4.49,"N/A",6178.96,20.62,6178.96,20.62,"N/A",1757.18,5.8,1757.18,5.8,"N/A",3.516,3.516,"N/A",24022.2,77.64,24022.2,77.64,"N/A",7410.4,24.95,7410.4,24.95,"N/A",59,59,0,94,94,0,39,39,0,0,0,0,30,66,130,0.05,68,35,9,2.6,"close","All parameters are changed randomly"
131617.8,438.73,131617.8,438.73,0,0,168921.25,563.07,168921.25,563.07,0,0,37303.45,124.34,37303.45,124.34,0,0,139722.4,85.38,11052.35,25.48,501258,1670.86,0.064,0.593,4.528,4.528,"N/A",35,35,0,557.8,0.35,0,0,0,26,26,0,1,1,0,9,9,0,17,17,0,34.62,34.62,"N/A",5062.22,16.51,5062.22,16.51,"N/A",18769.03,61.38,18769.03,61.38,"N/A",2194.32,7.25,2194.32,7.25,"N/A",8.553,8.553,"N/A",57487.2,185.98,57487.2,185.98,"N/A",3030.4,9,3030.4,9,"N/A",216,216,0,491,491,0,70,70,0,0,0,0,30,74,310,0.09,101,60,6,3.3,"close","All parameters are changed randomly"
147365.5,491.22,147365.5,491.22,0,0,174840.45,582.8,174840.45,582.8,0,0,27474.95,91.58,27474.95,91.58,0,0,161531.25,87.18,7784.7,25.95,501258,1670.86,0.059,0.895,6.364,6.364,"N/A",35,35,0,5557.2,3.13,0,0,0,44,44,0,1,1,0,13,13,0,30,30,0,29.55,29.55,"N/A",3349.22,11.17,3349.22,11.17,"N/A",13449.27,44.83,13449.27,44.83,"N/A",915.83,3.04,915.83,3.04,"N/A",14.685,14.685,"N/A",73174.7,242.59,73174.7,242.59,"N/A",4419,15.33,4419,15.33,"N/A",106,106,0,245,245,0,49,49,0,0,0,0,34,66,340,0.02,140,45,11,2.8,"close","All parameters are changed randomly"
68188.15,227.29,68188.15,227.29,0,0,129203.85,430.68,129203.85,430.68,0,0,61015.7,203.39,61015.7,203.39,0,0,68749.3,69.81,18723.9,38.64,484373.95,1614.58,0.065,0.145,2.118,2.118,"N/A",33,33,0,0,0,0,0,0,116,116,0,0,0,0,55,55,0,43,43,0,47.41,47.41,"N/A",587.83,1.94,587.83,1.94,"N/A",2349.16,7.81,2349.16,7.81,"N/A",1418.97,4.75,1418.97,4.75,"N/A",1.656,1.656,"N/A",21095.25,70.61,21095.25,70.61,"N/A",4108.05,12.95,4108.05,12.95,"N/A",21,21,0,32,32,0,15,15,0,0,0,0,34,74,370,0.09,46,60,4,0.7,"close","All parameters are changed randomly"
57916.9,193.06,57916.9,193.06,0,0,155165.45,517.22,155165.45,517.22,0,0,97248.55,324.16,97248.55,324.16,0,0,58922.7,66.26,16768.8,28.29,519711.9,1732.37,0.063,0.12,1.596,1.596,"N/A",36,36,0,693.5,0.79,0,0,0,150,150,0,1,1,0,67,67,0,68,68,0,44.67,44.67,"N/A",386.11,1.31,386.11,1.31,"N/A",2315.9,7.75,2315.9,7.75,"N/A",1430.13,4.74,1430.13,4.74,"N/A",1.619,1.619,"N/A",14736,54.51,14736,54.51,"N/A",3699.15,12.38,3699.15,12.38,"N/A",19,19,0,28,28,0,13,13,0,0,0,0,14,98,160,0.08,79,45,10,0.5,"close","All parameters are changed randomly"
65292.1,217.64,65292.1,217.64,0,0,133134.15,443.78,133134.15,443.78,0,0,67842.05,226.14,67842.05,226.14,0,0,87390.55,85.34,22597.55,68.06,466631.2,1555.44,0.058,0.158,1.962,1.962,"N/A",35,35,0,4744.7,4.98,0,0,0,45,45,0,1,1,0,22,22,0,22,22,0,48.89,48.89,"N/A",1450.94,4.96,1450.94,4.96,"N/A",6051.55,20.38,6051.55,20.38,"N/A",3083.73,10.25,3083.73,10.25,"N/A",1.962,1.962,"N/A",27270,100.88,27270,100.88,"N/A",6111.3,20.42,6111.3,20.42,"N/A",92,92,0,130,130,0,58,58,0,0,0,0,46,90,220,0.09,68,45,15,2.2,"close","All parameters are changed randomly"
91436.15,304.79,91436.15,304.79,0,0,181401.9,604.67,181401.9,604.67,0,0,89965.75,299.89,89965.75,299.89,0,0,98920.45,77.41,21013.95,42.13,501258,1670.86,0.086,0.181,2.016,2.016,"N/A",35,35,0,3990.8,3.29,0,0,0,90,90,0,1,1,0,36,36,0,52,52,0,40,40,"N/A",1015.96,3.42,1015.96,3.42,"N/A",5038.94,16.78,5038.94,16.78,"N/A",1730.11,5.69,1730.11,5.69,"N/A",2.912,2.912,"N/A",19583.8,63.29,19583.8,63.29,"N/A",5708.25,19.8,5708.25,19.8,"N/A",48,48,0,77,77,0,30,30,0,0,0,0,30,66,100,0.05,35,20,9,2.2,"close","All parameters are changed randomly"
89351.8,297.84,89351.8,297.84,0,0,153692.7,512.31,153692.7,512.31,0,0,64340.9,214.47,64340.9,214.47,0,0,93766.15,78,16358.75,30.68,501258,1670.86,0.073,0.222,2.389,2.389,"N/A",37,37,0,0,0,0,0,0,139,139,0,0,0,0,40,40,0,93,93,0,28.78,28.78,"N/A",642.82,2.18,642.82,2.18,"N/A",3842.32,12.99,3842.32,12.99,"N/A",691.84,2.32,691.84,2.32,"N/A",5.554,5.554,"N/A",28830,106.65,28830,106.65,"N/A",5167.5,17.14,5167.5,17.14,"N/A",23,23,0,49,49,0,13,13,0,0,0,0,38,90,250,0.01,134,50,8,1.5,"close","All parameters are changed randomly"
140787.85,469.29,140787.85,469.29,0,0,157313.5,524.38,157313.5,524.38,0,0,16525.65,55.09,16525.65,55.09,0,0,150989.2,85.3,7998.2,22.52,501258,1670.86,0.057,0.96,9.519,9.519,"N/A",35,35,0,82.2,0.05,0,0,0,27,27,0,1,1,0,8,8,0,19,19,0,29.63,29.63,"N/A",5214.36,17.22,5214.36,17.22,"N/A",19664.19,64.93,19664.19,64.93,"N/A",869.77,2.87,869.77,2.87,"N/A",22.608,22.608,"N/A",87652,288.58,87652,288.58,"N/A",4268.8,14.37,4268.8,14.37,"N/A",201,201,0,407,407,0,114,114,0,0,0,0,26,98,400,0.02,134,50,5,3.6,"close","All parameters are changed randomly"
115396.4,384.65,115396.4,384.65,0,0,164858.4,549.53,164858.4,549.53,0,0,49462,164.87,49462,164.87,0,0,127342.2,85.64,12422.2,38.64,501258,1670.86,0.074,0.285,3.333,3.333,"N/A",35,35,0,755.2,0.52,0,0,0,47,47,0,1,1,0,21,21,0,26,26,0,44.68,44.68,"N/A",2455.24,8.07,2455.24,8.07,"N/A",7850.4,25.93,7850.4,25.93,"N/A",1902.38,6.36,1902.38,6.36,"N/A",4.127,4.127,"N/A",25913,83.48,25913,83.48,"N/A",4750.4,16,4750.4,16,"N/A",100,100,0,166,166,0,46,46,0,0,0,0,34,50,310,0.06,134,55,11,2.8,"close","All parameters are changed randomly"
77173.7,257.25,77173.7,257.25,0,0,133143.55,443.81,133143.55,443.81,0,0,55969.85,186.57,55969.85,186.57,0,0,79229.8,72.85,11767.9,17.44,483789.6,1612.63,0.087,0.235,2.379,2.379,"N/A",37,37,0,346,0.32,0,0,0,101,101,0,1,1,0,43,43,0,56,56,0,42.57,42.57,"N/A",764.1,2.53,764.1,2.53,"N/A",3096.36,10.28,3096.36,10.28,"N/A",999.46,3.32,999.46,3.32,"N/A",3.098,3.098,"N/A",19583.8,63.29,19583.8,63.29,"N/A",2917.5,9.81,2917.5,9.81,"N/A",31,31,0,48,48,0,18,18,0,0,0,0,50,58,190,0.03,101,55,10,1.6,"close","All parameters are changed randomly"
152066.65,506.89,152066.65,506.89,0,0,190994.05,636.65,190994.05,636.65,0,0,38927.4,129.76,38927.4,129.76,0,0,165314.15,87.01,14822.75,36.03,501258,1670.86,0.06,0.714,4.906,4.906,"N/A",35,35,0,5557.2,3.05,0,0,0,39,39,0,1,1,0,18,18,0,21,21,0,46.15,46.15,"N/A",3899.14,12.77,3899.14,12.77,"N/A",10610.78,34.86,10610.78,34.86,"N/A",1853.69,6.17,1853.69,6.17,"N/A",5.724,5.724,"N/A",70638,229.78,70638,229.78,"N/A",4419,15.33,4419,15.33,"N/A",117,117,0,186,186,0,58,58,0,0,0,0,30,58,280,0.06,112,20,13,2.9,"close","All parameters are changed randomly"
109654.7,365.52,109654.7,365.52,0,0,159839.8,532.8,159839.8,532.8,0,0,50185.1,167.28,50185.1,167.28,0,0,117295.5,79.63,10684.55,22.06,466631.2,1555.44,0.087,0.331,3.185,3.185,"N/A",36,36,0,5279.3,3.78,0,0,0,51,51,0,1,1,0,24,24,0,26,26,0,47.06,47.06,"N/A",2150.09,7.14,2150.09,7.14,"N/A",6659.99,22.09,6659.99,22.09,"N/A",1930.2,6.37,1930.2,6.37,"N/A",3.45,3.45,"N/A",34146.75,110.98,34146.75,110.98,"N/A",7255.3,24.24,7255.3,24.24,"N/A",75,75,0,118,118,0,38,38,0,0,0,0,46,74,400,0.06,35,50,16,2.2,"close","All parameters are changed randomly"
154634.5,515.45,154634.5,515.45,0,0,222447.55,741.49,222447.55,741.49,0,0,67813.05,226.04,67813.05,226.04,0,0,157004.7,83.96,16602.7,33.36,466306.4,1554.35,0.074,0.447,3.28,3.28,"N/A",36,36,0,-379.5,-0.21,0,0,0,54,54,0,1,1,0,25,25,0,29,29,0,46.3,46.3,"N/A",2863.6,9.96,2863.6,9.96,"N/A",8897.9,30.53,8897.9,30.53,"N/A",2338.38,7.78,2338.38,7.78,"N/A",3.805,3.805,"N/A",81493.5,286.66,81493.5,286.66,"N/A",3760.9,12.25,3760.9,12.25,"N/A",96,96,0,165,165,0,36,36,0,0,0,0,22,90,100,0.08,90,45,4,2.6,"close","All parameters are changed randomly"
149589.5,498.63,149589.5,498.63,0,0,179801.05,599.34,179801.05,599.34,0,0,30211.55,100.71,30211.55,100.71,0,0,157987.05,86.95,13001,29.17,448318.8,1494.4,0.09,0.393,5.951,5.951,"N/A",35,35,0,-223.4,-0.12,0,0,0,36,36,0,1,1,0,21,21,0,15,15,0,58.33,58.33,"N/A",4155.26,13.8,4155.26,13.8,"N/A",8561.95,28.43,8561.95,28.43,"N/A",2014.1,6.67,2014.1,6.67,"N/A",4.251,4.251,"N/A",39690,133.31,39690,133.31,"N/A",4927.5,17.09,4927.5,17.09,"N/A",155,155,0,235,235,0,42,42,0,0,0,0,10,66,400,0.09,35,30,10,2.7,"close","All parameters are changed randomly"
82697,275.66,82697,275.66,0,0,158261.7,527.54,158261.7,527.54,0,0,75564.7,251.88,75564.7,251.88,0,0,89817.8,75.99,12843.3,27.9,466631.2,1555.44,0.079,0.177,2.094,2.094,"N/A",35,35,0,3146.1,2.79,0,0,0,68,68,0,1,1,0,33,33,0,35,35,0,48.53,48.53,"N/A",1216.13,4.09,1216.13,4.09,"N/A",4795.81,16.04,4795.81,16.04,"N/A",2158.99,7.18,2158.99,7.18,"N/A",2.221,2.221,"N/A",19194.2,61.26,19194.2,61.26,"N/A",5374.15,17.54,5374.15,17.54,"N/A",52,52,0,68,68,0,37,37,0,0,0,0,50,74,100,0.08,123,20,13,1.9,"close","All parameters are changed randomly"
127578.2,425.26,127578.2,425.26,0,0,157341.55,524.47,157341.55,524.47,0,0,29763.35,99.21,29763.35,99.21,0,0,176305.35,87.37,10500.8,25.76,483789.6,1612.63,0.065,0.863,5.286,5.286,"N/A",35,35,0,39497.2,25.07,0,0,0,22,22,0,1,1,0,7,7,0,15,15,0,31.82,31.82,"N/A",5799.01,20.63,5799.01,20.63,"N/A",22477.36,78.79,22477.36,78.79,"N/A",1984.22,6.51,1984.22,6.51,"N/A",11.328,11.328,"N/A",74114.25,253.6,74114.25,253.6,"N/A",4627.2,15.56,4627.2,15.56,"N/A",218,218,0,553,553,0,62,62,0,0,0,0,46,100,370,0.05,112,35,11,2.9,"close","All parameters are changed randomly"
140548.25,468.49,140548.25,468.49,0,0,201021.9,670.07,201021.9,670.07,0,0,60473.65,201.58,60473.65,201.58,0,0,154066.6,85.84,18652.2,27.36,483789.6,1612.63,0.053,0.743,3.324,3.324,"N/A",35,35,0,0,0,0,0,0,72,72,0,0,0,0,18,18,0,53,53,0,25,25,"N/A",1952.06,6.52,1952.06,6.52,"N/A",11167.88,37.11,11167.88,37.11,"N/A",1141.01,3.74,1141.01,3.74,"N/A",9.788,9.788,"N/A",105012.25,353,105012.25,353,"N/A",7582.4,24.87,7582.4,24.87,"N/A",66,66,0,185,185,0,27,27,0,0,0,0,46,58,100,0.01,112,25,6,3,"close","All parameters are changed randomly"
81945.95,273.15,81945.95,273.15,0,0,141310.45,471.03,141310.45,471.03,0,0,59364.5,197.88,59364.5,197.88,0,0,83251.25,73.51,12322.7,19.23,537041.6,1790.14,0.079,0.214,2.38,2.38,"N/A",37,37,0,993,0.89,0,0,0,117,117,0,1,1,0,50,50,0,50,50,0,42.74,42.74,"N/A",700.39,2.4,700.39,2.4,"N/A",2826.21,9.57,2826.21,9.57,"N/A",1187.29,3.97,1187.29,3.97,"N/A",2.38,2.38,"N/A",24788.4,91.7,24788.4,91.7,"N/A",2070.9,6.87,2070.9,6.87,"N/A",22,22,0,32,32,0,19,19,0,0,0,0,34,100,190,0.06,68,25,15,0.7,"close","All parameters are changed randomly"
179352.9,597.84,179352.9,597.84,0,0,214631.05,715.44,214631.05,715.44,0,0,35278.15,117.59,35278.15,117.59,0,0,192086.2,88.41,12900.6,31.4,501258,1670.86,0.076,0.654,6.084,6.084,"N/A",35,35,0,5557.2,2.65,0,0,0,34,34,0,1,1,0,17,17,0,17,17,0,50,50,"N/A",5275.09,17.19,5275.09,17.19,"N/A",12625.36,41.4,12625.36,41.4,"N/A",2075.19,7.01,2075.19,7.01,"N/A",6.084,6.084,"N/A",78937.1,257.59,78937.1,257.59,"N/A",2527.95,8.71,2527.95,8.71,"N/A",159,159,0,233,233,0,86,86,0,0,0,0,18,66,100,0.08,112,35,5,4,"close","All parameters are changed randomly"
118933.95,396.45,118933.95,396.45,0,0,181744.35,605.81,181744.35,605.81,0,0,62810.4,209.37,62810.4,209.37,0,0,129435.5,82.51,14212.4,34.49,484373.95,1614.58,0.088,0.273,2.894,2.894,"N/A",35,35,0,4744.7,3.19,0,0,0,46,46,0,1,1,0,23,23,0,23,23,0,50,50,"N/A",2585.52,8.62,2585.52,8.62,"N/A",7901.93,26.34,7901.93,26.34,"N/A",2730.89,9.11,2730.89,9.11,"N/A",2.894,2.894,"N/A",33207.9,108.74,33207.9,108.74,"N/A",4419.4,14.42,4419.4,14.42,"N/A",104,104,0,151,151,0,58,58,0,0,0,0,38,74,190,0.1,134,60,4,2.3,"close","All parameters are changed randomly"
60330.15,201.1,60330.15,201.1,0,0,131275.3,437.58,131275.3,437.58,0,0,70945.15,236.48,70945.15,236.48,0,0,73645.1,77.78,22655.85,51.86,501258,1670.86,0.049,0.173,1.85,1.85,"N/A",36,36,0,0,0,0,0,0,86,86,0,0,0,0,41,41,0,41,41,0,47.67,47.67,"N/A",701.51,2.47,701.51,2.47,"N/A",3201.84,10.91,3201.84,10.91,"N/A",1730.37,5.74,1730.37,5.74,"N/A",1.85,1.85,"N/A",33005.4,122.09,33005.4,122.09,"N/A",6351,21.68,6351,21.68,"N/A",37,37,0,54,54,0,24,24,0,0,0,0,34,98,340,0.06,140,35,6,1.4,"close","All parameters are changed randomly"
98198.2,327.33,98198.2,327.33,0,0,153870.5,512.9,153870.5,512.9,0,0,55672.3,185.57,55672.3,185.57,0,0,108937.05,84.54,15990.15,46.05,484189.8,1613.97,0.079,0.177,2.764,2.764,"N/A",36,36,0,-828.9,-0.65,0,0,0,72,72,0,1,1,0,39,39,0,30,30,0,54.17,54.17,"N/A",1363.86,4.47,1363.86,4.47,"N/A",3945.4,13.05,3945.4,13.05,"N/A",1855.74,6.23,1855.74,6.23,"N/A",2.126,2.126,"N/A",25532.65,82.99,25532.65,82.99,"N/A",5622.75,18.61,5622.75,18.61,"N/A",47,47,0,67,67,0,26,26,0,0,0,0,46,66,280,0.06,123,25,15,1.7,"close","All parameters are changed randomly"
56995.35,189.98,56995.35,189.98,0,0,121078.6,403.6,121078.6,403.6,0,0,64083.25,213.61,64083.25,213.61,0,0,57959.75,65.89,10513.5,20.52,501258,1670.86,0.067,0.138,1.889,1.889,"N/A",37,37,0,557.8,0.64,0,0,0,145,145,0,1,1,0,48,48,0,60,60,0,33.1,33.1,"N/A",393.07,1.31,393.07,1.31,"N/A",2522.47,8.39,2522.47,8.39,"N/A",1068.05,3.55,1068.05,3.55,"N/A",2.362,2.362,"N/A",11724.4,37.42,11724.4,37.42,"N/A",2928,8.36,2928,8.36,"N/A",15,15,0,29,29,0,12,12,0,0,0,0,30,82,250,0.06,57,15,9,0.7,"close","All parameters are changed randomly"
129742.95,432.48,129742.95,432.48,0,0,159137.6,530.46,159137.6,530.46,0,0,29394.65,97.98,29394.65,97.98,0,0,143593.45,85.64,7359.3,24.53,501258,1670.86,0.089,0.592,5.414,5.414,"N/A",35,35,0,5557.2,3.48,0,0,0,53,53,0,1,1,0,17,17,0,36,36,0,32.08,32.08,"N/A",2447.98,8.15,2447.98,8.15,"N/A",9361.04,31.25,9361.04,31.25,"N/A",816.52,2.75,816.52,2.75,"N/A",11.465,11.465,"N/A",33207.9,108.74,33207.9,108.74,"N/A",2338.5,7.74,2338.5,7.74,"N/A",87,87,0,157,157,0,54,54,0,0,0,0,30,66,190,0.02,112,60,6,2.7,"close","All parameters are changed randomly"
92961.05,309.87,92961.05,309.87,0,0,173585.85,578.62,173585.85,578.62,0,0,80624.8,268.75,80624.8,268.75,0,0,94712.85,75.94,14860.9,15.04,501258,1670.86,0.106,0.265,2.153,2.153,"N/A",37,37,0,1439.5,1.17,0,0,0,156,156,0,1,1,0,51,51,0,102,102,0,32.69,32.69,"N/A",595.9,2.03,595.9,2.03,"N/A",3403.64,11.4,3403.64,11.4,"N/A",790.44,2.6,790.44,2.6,"N/A",4.306,4.306,"N/A",14167,45.79,14167,45.79,"N/A",4354.8,14.21,4354.8,14.21,"N/A",22,22,0,37,37,0,15,15,0,0,0,0,26,98,100,0.02,134,30,14,1.5,"close","All parameters are changed randomly"
63737.85,212.46,63737.85,212.46,0,0,120031.25,400.1,120031.25,400.1,0,0,56293.4,187.64,56293.4,187.64,0,0,67695,71.99,15451.15,34.3,484373.95,1614.58,0.062,0.139,2.132,2.132,"N/A",33,33,0,0,0,0,0,0,96,96,0,0,0,0,42,42,0,42,42,0,43.75,43.75,"N/A",663.94,2.23,663.94,2.23,"N/A",2857.89,9.59,2857.89,9.59,"N/A",1340.32,4.5,1340.32,4.5,"N/A",2.132,2.132,"N/A",20422.05,68.35,20422.05,68.35,"N/A",3318.6,10.22,3318.6,10.22,"N/A",26,26,0,47,47,0,12,12,0,0,0,0,50,66,280,0.09,46,60,5,0.9,"close","All parameters are changed randomly"
132825,442.75,132825,442.75,0,0,169155.65,563.85,169155.65,563.85,0,0,36330.65,121.1,36330.65,121.1,0,0,146930.75,86.05,10189.6,29.35,501258,1670.86,0.071,0.518,4.656,4.656,"N/A",35,35,0,5557.2,3.41,0,0,0,40,40,0,1,1,0,13,13,0,27,27,0,32.5,32.5,"N/A",3320.63,10.88,3320.63,10.88,"N/A",13011.97,42.69,13011.97,42.69,"N/A",1345.58,4.43,1345.58,4.43,"N/A",9.67,9.67,"N/A",37036,120.48,37036,120.48,"N/A",5398.4,18.18,5398.4,18.18,"N/A",127,127,0,262,262,0,62,62,0,0,0,0,26,50,340,0.04,90,60,13,3.3,"close","All parameters are changed randomly"
